Periodo,Indice general,Indice subyacente,Indice subyacente - Mercancias,Indice subyacente - Servicios,Indice no subyacente,Indice no subyacente - Agropecuarios,Indice no subyacente - Energéticos y tarifas autorizadas por el gobierno  
1987/01,1.704401293,1.886889013,2.157106507,1.446340912,1.231460387,1.474767655,1.028589208
1987/02,1.82738639,2.02925917,2.341970916,1.524486924,1.306365354,1.599038329,1.059456799
1987/03,1.948152699,2.172017742,2.527373685,1.602798464,1.373281868,1.721348756,1.076676715
1987/04,2.11860646,2.329888562,2.710529672,1.720057965,1.565633487,1.910470744,1.275151885
1987/05,2.278325059,2.498393362,2.928185068,1.81415291,1.699689915,2.067214723,1.390607347
1987/06,2.443145733,2.684684909,3.165321389,1.923077393,1.810195079,2.22087656,1.463354076
1987/07,2.641021527,2.915518511,3.433606457,2.093857228,1.926744284,2.394741451,1.529260286
1987/08,2.856871549,3.129306376,3.681512307,2.252821936,2.139188018,2.594169983,1.757131289
1987/09,3.045081395,3.362996004,3.971048065,2.40058195,2.218322571,2.753135647,1.764361011
1987/10,3.298844634,3.65762873,4.314767941,2.616762339,2.370923893,3.040101391,1.796257757
1987/11,3.560511423,3.997515044,4.733081478,2.835590425,2.447314468,3.176671981,1.818718585
1987/12,4.086392459,4.495540775,5.278302283,3.251153504,3.016155231,3.624793598,2.507610475
1988/01,4.718245936,5.089182795,5.967959146,3.690774224,3.710263361,4.211419802,3.31169031
1988/02,5.11178304,5.618016334,6.663660383,3.968400672,3.785527216,4.325527381,3.352571421
1988/03,5.373547426,5.953511832,7.044806337,4.228922274,3.87208095,4.500787561,3.35920354
1988/04,5.538940737,6.125769164,7.197342329,4.42317898,4.015924016,4.810671374,3.353150652
1988/05,5.646108688,6.244011474,7.270862566,4.600231442,4.094254284,4.985814908,3.343990115
1988/06,5.761292137,6.329859188,7.305685777,4.754784019,4.270990903,5.356970124,3.345348812
1988/07,5.857456543,6.39166934,7.306588543,4.899938426,4.44066783,5.71445006,3.345598308
1988/08,5.911343343,6.455503171,7.319128673,5.033575511,4.470218972,5.775696511,3.346570409
1988/09,5.945139022,6.470215137,7.220670262,5.206427217,4.545589816,5.931643037,3.349291775
1988/10,5.990486483,6.511381381,7.196927345,5.337222882,4.598639077,6.026796682,3.364603072
1988/11,6.070654347,6.566469831,7.211012854,5.447977331,4.732118746,6.296273274,3.375566821
1988/12,6.197316386,6.687693248,7.301475987,5.608344158,4.866279677,6.576696162,3.377809925
1989/01,6.349023793,6.900670142,7.411548081,5.958578066,4.874835122,6.567421135,3.402856673
1989/02,6.435183543,7.039663423,7.460589882,6.219096141,4.839201097,6.478862336,3.415169263
1989/03,6.504944899,7.136210189,7.5032048,6.3880723,4.846248103,6.482235764,3.425700807
1989/04,6.602224445,7.222918223,7.573225168,6.495329884,4.963637476,6.717778829,3.436672128
1989/05,6.693098769,7.298140107,7.613113737,6.617611634,5.086264421,6.979401989,3.433854379
1989/06,6.774384637,7.366201033,7.640474195,6.740489685,5.19421161,7.203106306,3.437425966
1989/07,6.842148218,7.433510382,7.647763623,6.889719273,5.260463053,7.336940463,3.442792664
1989/08,6.907332776,7.520435644,7.689113587,7.037676394,5.274411444,7.355722249,3.452538089
1989/09,6.973392795,7.635181347,7.736777777,7.24268618,5.228765582,7.228590775,3.480864748
1989/10,7.076525015,7.771109724,7.847788145,7.409087658,5.254472793,7.189251648,3.566642483
1989/11,7.175855437,7.891835665,7.945279549,7.558425079,5.302110487,7.254067034,3.599311205
1989/12,7.418029579,8.121921936,8.143808971,7.82520536,5.562423794,7.530487562,3.849133217
1990/01,7.776037302,8.435019171,8.378512359,8.237925103,6.007911408,7.937395237,4.337322011
1990/02,7.952119854,8.590026923,8.472240326,8.473746319,6.224720173,8.333941678,4.392874083
1990/03,8.09230992,8.721043883,8.551320869,8.673266744,6.380279869,8.639127122,4.413783094
1990/04,8.215471549,8.892265123,8.686626767,8.8892191,6.391008181,8.658658095,4.416615662
1990/05,8.358837676,9.097510944,8.87504126,9.111333042,6.390169486,8.614319341,4.455653033
1990/06,8.542938589,9.32596246,9.111952721,9.320443855,6.4678707,8.489275294,4.720550332
1990/07,8.698734834,9.512833207,9.278451451,9.529747305,6.548130692,8.593090073,4.780529769
1990/08,8.846950442,9.684587339,9.429584209,9.724778798,6.638002112,8.760209035,4.801042006
1990/09,8.973061369,9.842794286,9.518493713,9.974932109,6.6873995,8.832684548,4.830088609
1990/10,9.102059888,10.00090114,9.663633286,10.14603523,6.746281016,8.862299739,4.916775465
1990/11,9.343723103,10.21673382,9.844547169,10.40374097,7.03692242,9.082359789,5.27691814
1990/12,9.638213954,10.50748404,10.08210728,10.75951969,7.328825788,9.419228491,5.532386417
1991/01,9.883879895,10.78754063,10.27984034,11.14578896,7.488173787,9.644611998,5.63379883
1991/02,10.05642472,10.99652846,10.43459859,11.4239404,7.57252796,9.668357643,5.775118088
1991/03,10.19983964,11.16021646,10.56907635,11.6232083,7.665127483,9.672158581,5.950668715
1991/04,10.30668755,11.28235278,10.70119841,11.72734776,7.733699445,9.813911991,5.95326
1991/05,10.40744167,11.38954185,10.81104584,11.82729977,7.81627135,10.00225174,5.940199419
1991/06,10.51664758,11.49723659,10.92212994,11.92671631,7.92480713,10.21798809,5.952215692
1991/07,10.60958427,11.5995514,10.99404334,12.06829088,7.993229813,10.35255662,5.961106934
1991/08,10.68342298,11.70555078,11.08139582,12.19695402,7.992130762,10.34199924,5.96866317
1991/09,10.78985037,11.86846293,11.20527828,12.40923457,7.967845721,10.2783853,5.980043795
1991/10,10.91534274,12.03239579,11.36585597,12.57250036,8.002415788,10.30678611,6.020839391
1991/11,11.1863741,12.14651427,11.44899312,12.7263048,8.615499911,10.36353986,7.154160428
1991/12,11.44967987,12.36219818,11.63335553,12.97882461,8.975880268,10.53635817,7.692460554
1992/01,11.65777847,12.59038843,11.73483016,13.37714722,9.131168042,10.81182359,7.740097283
1992/02,11.79590044,12.72886932,11.80515744,13.6066174,9.263363035,11.02243874,7.802553528
1992/03,11.91594772,12.84409048,11.87870731,13.77647166,9.389769065,11.20606094,7.87856985
1992/04,12.02217132,12.96353435,11.96561791,13.93760226,9.462365321,11.31695557,7.917239606
1992/05,12.10143789,13.12111189,12.11564897,14.10059553,9.362927679,11.08244679,7.940028527
1992/06,12.18334519,13.251586,12.22699664,14.25360383,9.332785995,10.96355153,7.990779
1992/07,12.26027241,13.35993817,12.29976526,14.40828138,9.336324355,10.92133195,8.036335873
1992/08,12.33559223,13.4763986,12.39599914,14.54927697,9.31651061,10.83315776,8.078883413
1992/09,12.44289652,13.62694022,12.46521557,14.80887434,9.322791098,10.83029239,8.093653961
1992/10,12.53249354,13.7176754,12.53988433,14.91915641,9.406504329,10.93022375,8.163871173
1992/11,12.63662034,13.81569035,12.61688017,15.04342158,9.520483883,11.08050074,8.24643937
1992/12,12.81655348,13.95210213,12.71716275,15.22600444,9.791415369,11.56984473,8.32153877
1993/01,12.97731976,14.12747264,12.80762797,15.51463534,9.913432357,11.72403606,8.416057429
1993/02,13.08334531,14.28536332,12.94642774,15.69411237,9.899111835,11.57950489,8.520905561
1993/03,13.15959369,14.43021426,13.07895146,15.85149665,9.818572629,11.30045828,8.621075078
